average_price,plu_4046,plu_4225,plu_4770,geography
1.94,33.94,4979.89,89.23,Raleigh/Greensboro
1.13,53850.36,54170.73,1366.97,Richmond/Norfolk
1.23,61.79,2605.71,23.12,Richmond/Norfolk
1.08,35443.56,26615.53,107.24,Roanoke
1.36,200.22,1145.97,0,Roanoke
1.63,96898.49,162058.95,1147.04,Sacramento
2.16,2285.72,8443.5,0,Sacramento
1.41,106495.63,111682.23,16108.59,San Diego
2.11,1246.86,8836.24,0,San Diego
1.91,121614.44,364679.18,4631.99,San Francisco
2.71,10480.79,9468.33,1.5,San Francisco
1.49,88187.09,119375.45,1469.13,Seattle
1.6,671.35,15368.58,13.5,Seattle
1.14,142292.44,41058.33,2116.29,South Carolina
1.51,55.08,3877.74,49.41,South Carolina
0.85,2491831.1,1047760.81,40422.18,South Central
1.47,15627.92,3320.7,0,South Central
1.13,2077989.88,240712.6,18856.49,Southeast
1.5,2138.08,13021.19,57.05,Southeast
1.28,18986.09,17908.59,160.19,Spokane
2.16,161.91,2002.76,57.67,Spokane
1.64,47407.21,9893.89,695.71,St. Louis
1.7,3932.18,1576.7,62.3,St. Louis
1.42,5853.54,28512.23,70.76,Syracuse
1.25,55.3,146.05,0,Syracuse
1.17,240835.41,22995.96,1921.43,Tampa
1.29,176.32,5.44,0,Tampa
1.22,9516477.21,7462865.75,521910.02,Total U.S.
1.58,118442.29,230167.57,748.83,Total U.S.
1.2,1481443.45,1181820.75,121725.94,West
1.62,41309.81,53312.06,199.07,West
1.01,354454.23,93185.47,12072.66,West Tex/New Mexico
1.69,2495.29,3328.96,0,West Tex/New Mexico
1.07,3789.3,112635.18,158,Albany
1.41,31.85,624.66,0,Albany
0.92,388574.98,38902.85,3482.04,Atlanta
1.42,265.17,4554.23,0,Atlanta
1.31,102652.85,530128.43,8212.94,Baltimore/Washington
1.23,966.6,5809.41,66.2,Baltimore/Washington
1.23,43723.19,7085.86,14435.46,Boise
1.73,0,922.69,0,Boise
1.34,11483.09,597937.87,2510.57,Boston
1.53,30.54,2768.75,0,Boston
1.19,9963.81,92129.51,281.96,Buffalo/Rochester
1.15,493.05,199.05,0,Buffalo/Rochester
1.06,1989731.98,2089603.56,118964.72,California
1.72,40136.83,66062.27,0,California
1.1,122312.03,63971.6,9550.23,Charlotte
1.91,73.45,5468.29,183.41,Charlotte
1.31,186828.35,371930.88,46176.93,Chicago
1.15,870.15,20225.46,0,Chicago
0.81,76483.81,38131.33,9393.38,Cincinnati/Dayton
1.38,189.69,3964.1,0,Cincinnati/Dayton
0.87,74786.63,38044.6,3039.06,Columbus
1.33,573.58,1734.24,0,Columbus
0.68,789897.17,232813.75,17050.28,Dallas/Ft. Worth
1.4,6553.37,546.33,492.77,Dallas/Ft. Worth
1.04,157260.45,215321.46,17338.74,Denver
1.56,6137.8,1477.23,66.43,Denver
0.93,143677.15,65215.69,82673.5,Detroit
1.26,835.82,3985.06,0,Detroit
1.21,5006.78,84184.42,80516.26,Grand Rapids
1.28,14.29,2681.1,0,Grand Rapids
1,953487.99,1176050.61,364915.05,Great Lakes
1.21,6440.64,43197.04,3.1,Great Lakes
1.02,66988.09,224761.57,513.62,Harrisburg/Scranton
1.17,273.94,402.16,0,Harrisburg/Scranton
1.4,7744.34,294948.08,576.57,Hartford/Springfield
1.88,95.17,8288.36,0,Hartford/Springfield
0.62,900434.41,172976.36,2245.67,Houston
1.61,5231.01,66.02,0,Houston
0.86,60648.16,63097.3,5951.31,Indianapolis
1.32,377.91,1273.07,0,Indianapolis
1.13,131385.41,10798.29,1273.74,Jacksonville
1.5,169.47,142.52,5.31,Jacksonville
1.03,72070.33,100219.03,9533.7,Las Vegas
1.55,2127.84,1923.02,0,Las Vegas
0.87,1132790.21,381246.51,76621.56,Los Angeles
1.56,16562.57,27556.09,0,Los Angeles
0.98,34876.12,20517.55,204.85,Louisville
1.19,10.87,1259.22,0,Louisville
1.14,546503.42,52959.04,5542.8,Miami/Ft. Lauderdale
1.42,1049.49,11.16,0,Miami/Ft. Lauderdale
1.07,1267197.98,1135305.43,36475.32,Midsouth
1.44,4466.44,40900.63,575.89,Midsouth
0.94,143132.03,9906.16,560.36,Nashville
1.4,159.17,2289.86,0,Nashville
1.14,173681.21,23590.64,3016.4,New Orleans/Mobile
1.5,586.25,50.06,0,New Orleans/Mobile
1.39,49294.65,1171826.84,8756.63,New York
1.67,13549.28,15041.39,12.09,New York
1.27,278662.91,3752327.47,17311.5,Northeast
1.47,20574.05,37944.62,10.47,Northeast
1.21,11353.82,518139.53,542.47,Northern New England
1.46,0,5571.07,0,Northern New England
1.1,303030.31,23404.86,4996.14,Orlando
1.42,247.95,10.14,0,Orlando
1.18,36585.57,364439.05,1905.13,Philadelphia
1.29,2637.66,2997.39,0,Philadelphia
0.77,579079.94,272371.19,18522.7,Phoenix/Tucson
1.46,3256.17,4271.57,0,Phoenix/Tucson
1.25,35208.51,19898.68,1507.23,Pittsburgh
1.28,1008.13,0,0,Pittsburgh
1.08,1040614.21,563581.06,20559.77,Plains
1.25,17291.37,12414.31,2.15,Plains
1.11,76237.59,297382.33,41195.83,Portland
1.82,1281.91,10287.18,0,Portland
1.06,160444.03,77742.33,7482.86,Raleigh/Greensboro
2.1,64.65,6024.39,123.09,Raleigh/Greensboro
0.91,117766.75,78918.52,2193.51,Richmond/Norfolk
1.15,48.35,3541.1,35.22,Richmond/Norfolk
0.91,65528.69,38446.1,131.85,Roanoke
1.29,707.1,1497.31,0,Roanoke
1.29,136757.13,326182.85,1798.33,Sacramento
1.72,2499.4,2826.87,0,Sacramento
0.92,131976.74,151634.59,17119.08,San Diego
1.82,4102.54,11843.67,0,San Diego
1.53,173193.72,561769.37,6055.67,San Francisco
2.5,11489.1,8886.02,0,San Francisco
1.37,103869.74,175376.41,1291.18,Seattle
1.59,1301.73,26557.16,1.33,Seattle
1.03,270121.81,56706.29,5214.65,South Carolina
1.51,176.85,4850.23,55.61,South Carolina
0.74,3825511.01,1021815,105232.46,South Central
1.46,24543.47,4494.55,3388.06,South Central
1.06,2970600.07,306560.18,30400.79,Southeast
1.47,3212.95,14966.71,81.07,Southeast
1.21,26314.34,25884.53,91.66,Spokane
1.91,230.58,1882.15,6.5,Spokane
1.13,110425.52,10370.03,729.42,St. Louis
1.28,10680.67,1952.58,1.42,St. Louis
1.11,4195.53,56417.83,86,Syracuse
1.15,84.23,267.59,0,Syracuse
1.12,331993.66,29145.62,2892.11,Tampa
1.45,206.23,1,0,Tampa
1.02,14377053.08,11890232.9,893721.1,Total U.S.
1.47,144293.54,286237.67,4849.65,Total U.S.
1.03,2051246.94,1844989.59,199861.49,West
1.63,27627.8,66257.54,788.91,West
0.89,402471.9,130818.29,50853.12,West Tex/New Mexico
1.57,1985.39,1457.13,1945.5,West Tex/New Mexico
1.09,3134.59,119057.57,193.24,Albany
1.28,35.38,525.16,0,Albany
0.91,394138.36,36214.71,4837.49,Atlanta
1.69,268.98,3362.54,0,Atlanta
1.34,144348.09,503263.33,10973.83,Baltimore/Washington
1.22,674.94,5268.84,24.12,Baltimore/Washington
1.04,59058.66,6925.85,9601.09,Boise
1.72,4.02,954.14,0,Boise
1.39,10156.25,523703.96,1980.56,Boston
1.46,34.54,2544.47,0,Boston
1.19,7464.26,79871.65,270.48,Buffalo/Rochester
1.07,514.54,136.94,0,Buffalo/Rochester
0.95,2000059.34,3246072.67,111722.47,California
1.72,45756.06,59096.59,0,California
1.08,130738.13,63781.24,8859.89,Charlotte
1.81,80.5,5085.71,88.01,Charlotte
0.96,180622.8,407815.91,38334.08,Chicago
1.4,646.3,10999.65,0,Chicago
0.86,87919.35,27045.13,12076.78,Cincinnati/Dayton
1.62,147.63,3721.23,0,Cincinnati/Dayton
0.85,83137.07,25364.71,3272.26,Columbus
1.14,1342.64,1401.1,1.12,Columbus
0.71,797464.8,290785.02,18759.96,Dallas/Ft. Worth
1.41,6502.64,172.97,428.76,Dallas/Ft. Worth
1.08,170704.03,232546.68,15748.43,Denver
1.6,4957.17,1428.85,29.15,Denver
0.93,165211.99,48209.54,46570.39,Detroit
1.2,530.43,2895.97,0,Detroit
1.53,5558.98,67771.33,41690.72,Grand Rapids
1.24,24.21,3677.01,0,Grand Rapids
0.97,1004154.8,1049901.7,234362.3,Great Lakes
1.29,7504.59,32614.9,1.54,Great Lakes
0.97,61894.49,181202.04,799.69,Harrisburg/Scranton
1.16,289.56,264.82,0,Harrisburg/Scranton
1.32,6847.61,309985.9,800.04,Hartford/Springfield
1.8,78.02,6657.79,0,Hartford/Springfield
0.73,722612.53,260999.23,2677.18,Houston
1.31,5346.41,18.27,0,Houston
0.84,70756.34,48560.22,6868.58,Indianapolis
1.33,456.97,1187.05,0,Indianapolis
0.98,163607.41,12610.96,1840.91,Jacksonville
1.51,186.42,132.81,0,Jacksonville
1,62982.59,108892.61,10177.98,Las Vegas
1.58,1541.97,2558.6,0,Las Vegas
0.88,1111448.34,861134.99,70803.45,Los Angeles
1.53,21363.72,24763.73,0,Los Angeles
0.97,38183.95,18673.48,441.47,Louisville
1.32,9.62,1153.88,0,Louisville
0.96,735127.08,71785.56,7171.73,Miami/Ft. Lauderdale
1.41,1390.79,79.61,0,Miami/Ft. Lauderdale
1.06,1390474.95,1095808.57,44082.07,Midsouth
1.43,3113.77,37496.98,380.81,Midsouth
0.93,141911.16,10233.43,546.7,Nashville
1.64,256.79,1721.26,0,Nashville
0.98,224769.15,22095.81,1434,New Orleans/Mobile
1.53,756.18,16,0,New Orleans/Mobile
1.15,48333.11,1562315.31,15740.8,New York
1.71,11980.13,12140.55,36.22,New York
1.17,265534.32,3977644.86,26490.18,Northeast
1.4,19099.68,33622.75,31.4,Northeast
1.26,11714.63,438853.94,240.5,Northern New England
1.29,0,6478.92,0,Northern New England
0.94,374090.12,30112.86,5993,Orlando
1.43,331.49,9,0,Orlando
1.01,36604.44,391698.99,3899.23,Philadelphia
1.31,2671.32,3229.2,0,Philadelphia
0.62,917801.96,271881.58,20895.51,Phoenix/Tucson
1.5,2796.08,4774.25,0,Phoenix/Tucson
1.2,35833.04,15895.25,1708.86,Pittsburgh
1.25,1145.49,7.86,0,Pittsburgh
1.05,1039456.17,566307.6,26757.03,Plains
1.25,17289.96,16116.91,2.15,Plains
1.1,76862.6,253499.89,28382.87,Portland
1.81,893.42,9272.89,0,Portland
1.05,172269.5,79111.25,10015.35,Raleigh/Greensboro
2.07,74.64,5785.01,93.86,Raleigh/Greensboro
0.89,131972,71653.7,2809.75,Richmond/Norfolk
1.2,53.19,2979.85,32.49,Richmond/Norfolk
0.86,75106.76,37064.28,166.72,Roanoke
1.37,294.04,1520.17,0,Roanoke
1.03,131361.78,370133.82,2503.51,Sacramento
1.97,2398.06,2747.1,0,Sacramento
0.83,134890.94,344989.91,12381.69,San Diego
1.56,3962.28,8401.78,0,San Diego
1.19,175171.77,729939.63,9557.49,San Francisco
2.5,12137.59,9249.86,0,San Francisco
1.37,95995.94,177432.72,1397.22,Seattle
2.06,1257.98,18526.91,3.99,Seattle
1,311529.71,58273,4499.4,South Carolina
1.52,155.36,4173.11,42.05,South Carolina
0.78,3741714.26,1320070.49,104248.83,South Central
1.39,25177.38,3781.3,2962.49,South Central
0.95,3528514.54,355875.9,36352.32,Southeast
1.53,3768.48,12449.99,44.87,Southeast
1.19,24763.86,25835.07,207.47,Spokane
1.8,170.87,1764.9,0,Spokane
1.16,98193.45,10827.81,796.03,St. Louis
1.28,8481.6,1643.75,0,St. Louis
1.12,4759.84,52252.82,126,Syracuse
1.1,187.31,172.88,0,Syracuse
0.96,414100.98,39790.86,3454.84,Tampa
1.46,273.05,7.13,0,Tampa
0.97,15500568.59,13443606.86,741410.17,Total U.S.
1.48,143351.55,251981.54,4046.99,Total U.S.
0.96,2530660.22,1831925.08,157394.96,West
1.75,21641.65,56802.14,623.71,West
0.86,466377.36,130997.77,48142.35,West Tex/New Mexico
1.59,1404.47,1711.49,1707.49,West Tex/New Mexico
1.17,4646.85,145017.45,190.22,Albany
1.44,15.83,521.2,0,Albany
0.91,375933.94,36074.7,4003.5,Atlanta
1.7,154.25,3919.76,0,Atlanta
1.27,119478.77,482956.7,8226.16,Baltimore/Washington
1.29,1241.24,5278.35,46.59,Baltimore/Washington
1.18,49047.81,5938.93,13532.3,Boise
1.8,36.25,1137.22,0,Boise
1.29,11262.13,663919.98,1981.89,Boston
1.4,50.98,2616.8,0,Boston
1.14,13044.94,99195.64,327.12,Buffalo/Rochester
1.15,741.25,247.18,0,Buffalo/Rochester
1.06,1927707.65,2698186.8,122372.99,California
1.82,38084.51,57798.73,0,California
0.88,108158.33,53830.26,6846.83,Charlotte
1.67,79.95,4641.45,87.68,Charlotte
1.24,145294.35,445447.52,38751.74,Chicago
1.59,614.46,7826.42,0,Chicago
0.68,69416.24,59350.43,26626.86,Cincinnati/Dayton
1.71,116.28,3297.07,0,Cincinnati/Dayton
0.85,76588.11,54524.42,4245.99,Columbus
1.42,534.61,1537.85,0,Columbus
0.73,741144.97,266039.6,28164.97,Dallas/Ft. Worth
1.38,6161.53,300.34,566.8,Dallas/Ft. Worth
1.07,161634.26,169959.64,18826.44,Denver
1.48,6684.83,1505.33,29.22,Denver
0.89,129188.45,121904.18,168000.26,Detroit
1.32,1166.99,2767.26,4.16,Detroit
0.98,5403.61,136139.43,162965.18,Grand Rapids
1.33,120.14,3572.66,0,Grand Rapids
0.94,872090.82,1582994.15,684106.43,Great Lakes
1.48,7416.85,29423.54,4.63,Great Lakes
1.05,72127.13,180480.32,919.6,Harrisburg/Scranton
1.21,360.46,282.48,0,Harrisburg/Scranton
1.36,7635.16,284738.83,716.33,Hartford/Springfield
1.74,71.09,8513.28,7,Hartford/Springfield
0.74,691568.41,236935.04,2336.18,Houston
1.59,5790.34,53.97,0,Houston
0.83,56316.5,94543.68,7414.58,Indianapolis
1.44,434.86,1273.66,0,Indianapolis
1.08,127515.18,10142.62,1577.39,Jacksonville
1.48,132.48,111.83,7.99,Jacksonville
0.96,76318.38,113251.23,9605.12,Las Vegas
1.58,1830.18,2318.49,0,Las Vegas
0.95,1134380.22,528178.34,75742.06,Los Angeles
1.8,13320.36,23989.88,0,Los Angeles
0.97,31561.46,28710.38,614.74,Louisville
1.6,7.16,1097.01,0,Louisville
1.09,534221.71,50386.91,6279.09,Miami/Ft. Lauderdale
1.36,571.77,34.39,0,Miami/Ft. Lauderdale
1.01,1149879.35,1065865.53,36998.8,Midsouth
1.51,3431.19,35702.04,384.54,Midsouth
0.94,132624.79,9825.65,611.68,Nashville
1.72,158.4,1755.1,0,Nashville
1.04,196536.92,23668.33,989.63,New Orleans/Mobile
1.54,787.85,17,0,New Orleans/Mobile
1.27,51361.96,1158902.96,11302.91,New York
1.58,16382.44,13408.54,92.22,New York
1.19,335718.38,3986124.85,22328.62,Northeast
1.45,24779.56,38593.02,93.08,Northeast
1.05,15092.6,789416.38,280.07,Northern New England
1.48,0,6533.81,0,Northern New England
1.04,302314.31,21442.72,5445.38,Orlando
1.4,141.57,2.76,0,Orlando
1.1,37383.05,301122.03,2275.37,Philadelphia
1.37,2704.76,3402.6,0,Philadelphia
0.72,592028.09,324727.02,21066.41,Phoenix/Tucson
1.44,3933.9,4432.06,0,Phoenix/Tucson
0.94,62212.79,25149.15,3049.69,Pittsburgh
1.38,1058.99,6.28,0,Pittsburgh
1.03,939350.29,707079.71,27143.88,Plains
1.25,20962.89,5948.16,0,Plains
0.99,81473.25,323551.42,24680.48,Portland
1.65,924.83,8900.49,0,Portland
0.9,134089.79,70216.7,7993.38,Raleigh/Greensboro
1.96,55.71,4878.07,97.32,Raleigh/Greensboro
0.89,89877.55,79206.16,2002.63,Richmond/Norfolk
1.27,39.98,2738.72,38.72,Richmond/Norfolk
0.92,55678.01,35946.38,168.85,Roanoke
1.46,220.06,1370.8,0,Roanoke
1.21,116899.83,355795.35,3241.05,Sacramento
1.75,2609.11,3182.36,0,Sacramento
1.04,127319,209964.22,14170.28,San Diego
1.8,2710.84,8341.62,0,San Diego
1.22,153753.45,758217.13,10314.05,San Francisco
1.93,13294.36,8322.63,0,San Francisco
1.35,116256.76,169200.36,1074.31,Seattle
1.47,1209.1,31247.98,5.33,Seattle
0.97,266497.45,53624.19,4606.51,South Carolina
1.47,82.11,3787.25,33.95,South Carolina
0.79,3527921.48,1219159.54,200407.72,South Central
1.46,23962.27,4506.38,5465.16,South Central
1.01,2913798.04,292100.36,32329.09,Southeast
1.53,2348.15,12536.25,46.29,Southeast
1.2,26747.66,26809.67,180.35,Spokane
1.89,180.48,1824.37,2.17,Spokane
1.2,80255.4,9135.98,568.69,St. Louis
1.29,12667.78,2046.59,0,St. Louis
1.14,6530.33,64317.65,133,Syracuse
1.2,283.83,204,0,Syracuse
1.07,306602.59,27537.24,3073.68,Tampa
1.45,218.59,1,0,Tampa
0.99,13843021.42,13453612.06,1328746.49,Total U.S.
1.52,148018.1,255799,7280.38,Total U.S.
0.98,2176555.4,1902101.12,203058.97,West
1.54,27032.67,71290.87,1286.67,West
0.79,486627.63,151842.72,109688.43,West Tex/New Mexico
1.6,2063.5,1890.51,2855.74,West Tex/New Mexico
1.25,3594.66,72427.35,220.21,Albany
1.31,16.7,448.22,0,Albany
0.94,373594.69,38276.49,3779.16,Atlanta
1.61,168.44,4007.12,0,Atlanta
1.19,115781.38,619162.8,8889.56,Baltimore/Washington
1.25,1633.67,6220.39,28.78,Baltimore/Washington
1.22,47333.56,6322.81,12754.33,Boise
1.75,2.68,1185.98,0,Boise
1.33,9596.41,518199.01,1878.4,Boston
1.55,97.97,1986.17,0,Boston
1.14,7809.11,65580.33,255.79,Buffalo/Rochester
1.15,494.41,123.76,0,Buffalo/Rochester
1.14,2073772.66,2042555.45,160456.11,California
1.79,36924.34,62582.65,0,California
1.06,126415.62,54372.24,7672.2,Charlotte
1.6,58.82,4854.46,108.47,Charlotte
1.38,150980.15,366561.56,34627.05,Chicago
1.57,565.17,7205.16,0,Chicago
0.89,38565.1,22233.45,19188.09,Cincinnati/Dayton
1.62,111.82,2762.09,0,Cincinnati/Dayton
1,46554.27,21852.91,2691.64,Columbus
1.46,414.67,1198.58,0,Columbus
0.71,779092.78,265173.51,20732.88,Dallas/Ft. Worth
1.36,6327.18,204.11,391.16,Dallas/Ft. Worth
1.14,172356.67,182456.8,16995.88,Denver
1.25,5842.78,1533.58,22.16,Denver
1.26,73617.64,54319.96,52356.16,Detroit
1.35,708.83,2694.1,0,Detroit
1.37,4232.95,92423.02,45850.12,Grand Rapids
1.23,125.77,1963.72,0,Grand Rapids
1.17,626603.66,1009441.48,245856.51,Great Lakes
1.44,5748.52,24575.39,0,Great Lakes
1.08,62410.32,157774.7,514.32,Harrisburg/Scranton
1.15,2412.93,382.51,0,Harrisburg/Scranton
1.4,7679.85,259117.33,571.84,Hartford/Springfield
1.64,2156.17,12252.98,0,Hartford/Springfield
0.7,813615.2,203428.09,2714.02,Houston
1.57,4873.98,59.46,0,Houston
1.02,31455.15,44559.05,5762.48,Indianapolis
1.39,414.09,894.67,0,Indianapolis
0.95,148015.44,11753.93,1472.04,Jacksonville
1.28,89.08,94.39,6.65,Jacksonville
1.04,76732.7,80242.03,8859.61,Las Vegas
1.56,2188.69,2538.03,0,Las Vegas
1.06,991325.71,414480.15,101723.56,Los Angeles
1.76,12613.7,26460.25,0,Los Angeles
1.1,22018.77,15753.88,209.25,Louisville
1.44,9.51,975.71,0,Louisville
0.95,746709.56,68847.71,7349.68,Miami/Ft. Lauderdale
1.35,758.6,1.42,0,Miami/Ft. Lauderdale
1.07,1188231.72,1202204.71,37978.9,Midsouth
1.43,3985.89,40639.98,368.37,Midsouth
0.98,116009.37,10276.92,670.9,Nashville
1.73,161.75,1581.7,0,Nashville
0.93,222080.02,16568.25,1022.31,New Orleans/Mobile
1.55,570.44,13,0,New Orleans/Mobile
1.32,52065.44,1010049.02,11807.83,New York
1.37,77988.23,54416.35,577.41,New York
1.27,266267.47,3016059.58,20182.53,Northeast
1.34,106032.43,93148.83,500.58,Northeast
1.24,9861.36,392102.24,326.51,Northern New England
1.29,0,4051.4,0,Northern New England
0.93,390258.71,28118.73,5290.75,Orlando
1.35,202.26,0,0,Orlando
1.21,36983.57,270752.93,2026.93,Philadelphia
1.22,11825.48,11588.33,0,Philadelphia
0.75,593379.42,253636.98,23004.94,Phoenix/Tucson
1.45,3106.72,4248.94,0,Phoenix/Tucson
1.18,31119.4,18310.04,1599.09,Pittsburgh
1.33,1097.12,0,0,Pittsburgh
1.06,936516.21,594312.18,28349.92,Plains
1.23,14034.21,4920.48,0,Plains
1.21,75869.84,265855.43,20484.4,Portland
1.75,888.62,9003.95,0,Portland
1.04,175289.56,76345.62,8102.75,Raleigh/Greensboro
1.84,102.33,5831.47,66.82,Raleigh/Greensboro
1.02,90970.9,79134.26,2241.51,Richmond/Norfolk
1.24,59.13,2631.08,32.32,Richmond/Norfolk
0.98,54667.18,37233.42,162.86,Roanoke
1.39,283.19,1303.79,0,Roanoke
1.1,142249.12,321611.38,3598.57,Sacramento
1.6,3280.81,3739.93,0,Sacramento
1.14,121772.95,161648.78,19755.93,San Diego
1.78,2304.63,9498.33,0,San Diego
1.45,266591.99,499168.11,12395.91,San Francisco
1.96,11263.61,8539,0,San Francisco
1.29,149953.77,202231.1,1239.38,Seattle
1.56,1094.88,27314.68,36.02,Seattle
1.02,276453.93,51633.2,3474.43,South Carolina
1.33,165.31,4185.35,56.7,South Carolina
0.78,3703067.48,1146526.79,137990.2,South Central
1.42,22716.49,3916.45,2694.76,South Central
0.95,3467138.31,333968.68,31867.85,Southeast
1.42,2264.46,12961.66,70.61,Southeast
1.14,32271.43,29262.43,93.32,Spokane
1.87,148.16,2011.02,0,Spokane
1.15,97931.53,10220.36,712.26,St. Louis
1.34,8267.36,1939.8,0,St. Louis
1.16,4123.68,38139.36,161.36,Syracuse
1.19,110.57,228.75,0,Syracuse
0.94,404171.55,34678.05,2929.16,Tampa
1.39,157.46,1.36,0,Tampa
1.03,14531449.87,11053096.21,830802.01,Total U.S.
1.46,216491.68,310078.04,4356.09,Total U.S.
1.03,2269852.37,1708027.33,168119.98,West
1.55,24785.35,67332.61,721.77,West
0.87,486383.72,108494.03,74053.05,West Tex/New Mexico
1.54,1799.47,1832.69,1661.05,West Tex/New Mexico
0.98,4467.13,195884.03,132.44,Albany
1.27,29.54,427.01,0,Albany
0.86,454057.94,37760.59,2447.32,Atlanta
1.21,220.97,5095.02,0,Atlanta
1.16,166279.3,589573.6,8974.14,Baltimore/Washington
1.35,634.51,3892.5,46.16,Baltimore/Washington
1.05,52604.7,13844.26,16929.72,Boise
1.65,0,1047.24,0,Boise
1.14,11496.43,710594.19,1559.64,Boston
1.46,103.48,2042.4,0,Boston
1.16,8950.56,97617.72,337.07,Buffalo/Rochester
1.09,319.02,159.11,0,Buffalo/Rochester
0.75,3637842.07,3199442.43,163230.89,California
1.42,60669.1,66833.13,0,California
0.85,178940.57,74767.63,7312.43,Charlotte
1.63,62.82,3499.86,46.37,Charlotte
0.77,318783.37,748532.68,33296.92,Chicago
1.16,657.57,11073.74,0,Chicago
0.8,83302.66,56329.94,14560.49,Cincinnati/Dayton
1.57,72.31,3169.53,0,Cincinnati/Dayton
0.76,83024.27,52379.69,4510.31,Columbus
1.42,479.92,1080.27,0,Columbus
0.66,672238.12,475156.01,26738.43,Dallas/Ft. Worth
1.29,7482.27,295.69,332.74,Dallas/Ft. Worth
0.91,193081.46,355897.14,13251.85,Denver
1.44,4764.16,1526.03,12.8,Denver
0.78,168136.32,131186.83,187724.39,Detroit
1.41,511.29,2826.57,1.38,Detroit
0.91,6236.01,134315.01,162990.8,Grand Rapids
0.95,51.3,2132,0,Grand Rapids
0.8,1280690.33,1918122.43,684819.18,Great Lakes
1.22,5005.81,28907.13,1.53,Great Lakes
1.06,75803.62,200386.69,428.55,Harrisburg/Scranton
1.14,322.01,285.09,0,Harrisburg/Scranton
1.15,9330.37,428181.56,2152.1,Hartford/Springfield
1.71,314.73,6108.36,0,Hartford/Springfield
0.65,566444.72,499761.46,2297.98,Houston
1.48,4363.69,94.11,0,Houston
0.77,65477.05,93748.1,6117.67,Indianapolis
1.37,379.91,815.86,0,Indianapolis
0.89,181167.01,15121.74,857.93,Jacksonville
1.25,83.54,110.49,0,Jacksonville
0.81,96461.86,142034.48,8184.06,Las Vegas
1.53,1314.76,2271.43,0,Las Vegas
0.67,1968900.08,566621.18,107557.78,Los Angeles
1.23,31080.03,26503.78,0,Los Angeles
0.83,39282.93,29441.83,516.25,Louisville
1.4,13.68,858.26,0,Louisville
0.92,890014.37,81299.51,4415.91,Miami/Ft. Lauderdale
1.18,574.14,2.85,0,Miami/Ft. Lauderdale
0.91,1771546.08,1305117.64,37582.23,Midsouth
1.44,2144.22,30146.09,268.23,Midsouth
0.89,156528.93,9697.67,518.82,Nashville
1.7,140.13,1581.87,0,Nashville
0.75,245843.39,33453.92,869,New Orleans/Mobile
1.51,734.05,2.43,0,New Orleans/Mobile
1.24,62422.36,2248470.51,25534.12,New York
1.66,17813.24,14145.24,235.23,New York
1.14,344482.59,5667229.92,33665.87,Northeast
1.43,25472.57,33145.29,203.4,Northeast
0.93,12779.94,832821.07,227.86,Northern New England
1.33,0,4608.27,0,Northern New England
0.9,434830.46,34113.66,2968.13,Orlando
1.17,158.15,2.75,0,Orlando
1.17,42877.14,455466.56,1615.4,Philadelphia
1.4,3469.08,2918.58,0,Philadelphia
