average_price,4046,4225,4770,type,geography
1.44,68496.46,156710.92,12051.83,conventional,Portland
2.44,469.34,8253.74,0.0,organic,Portland
1.42,131387.17,58931.39,6463.4,conventional,Raleigh/Greensboro
2.45,90.15,4175.23,36.77,organic,Raleigh/Greensboro
1.3,73053.96,63265.88,2074.75,conventional,Richmond/Norfolk
1.42,21.56,1790.94,23.13,organic,Richmond/Norfolk
1.27,43926.25,27210.37,149.45,conventional,Roanoke
1.75,64.49,1362.97,0.0,organic,Roanoke
1.52,119004.44,284975.45,1966.98,conventional,Sacramento
2.02,2665.01,3023.89,0.0,organic,Sacramento
1.72,82427.51,116116.47,16170.16,conventional,San Diego
2.59,3622.31,9634.36,0.0,organic,San Diego
1.68,254346.36,445852.88,6806.97,conventional,San Francisco
2.55,11984.24,7121.91,0.0,organic,San Francisco
1.81,76452.62,97997.38,1117.48,conventional,Seattle
2.4,687.49,16000.32,7.78,organic,Seattle
1.34,162902.78,47834.76,2378.87,conventional,South Carolina
1.97,99.88,3144.41,6.37,organic,South Carolina
1.55,17590.08,12700.07,90.96,conventional,Spokane
2.2,53.05,911.62,0.0,organic,Spokane
1.33,88972.16,13296.24,499.93,conventional,St. Louis
2.03,84.52,1981.08,0.0,organic,St. Louis
1.4,2431.54,39820.13,75.63,conventional,Syracuse
1.69,88.79,242.53,0.0,organic,Syracuse
1.07,149360.09,11300.47,1990.49,conventional,Tampa
0.98,126.68,2.0,0.0,organic,Tampa
1.22,353789.84,92675.64,72278.51,conventional,West Tex/New Mexico
1.97,1352.49,708.36,2547.59,organic,West Tex/New Mexico
1.36,9519.53,87037.79,550.79,conventional,Albany
1.65,10.09,181.94,0.0,organic,Albany
1.23,251868.69,25294.38,2160.51,conventional,Atlanta
1.49,207.29,2777.84,0.0,organic,Atlanta
1.53,99499.79,461400.0,10237.0,conventional,Baltimore/Washington
1.48,358.43,4339.7,4.12,organic,Baltimore/Washington
1.59,34705.8,6134.38,3637.41,conventional,Boise
2.35,2.66,560.47,0.0,organic,Boise
1.45,14467.81,442854.82,2048.88,conventional,Boston
1.75,32.34,1856.88,0.0,organic,Boston
1.35,7114.9,72685.18,211.06,conventional,Buffalo/Rochester
1.66,385.88,264.11,0.0,organic,Buffalo/Rochester
1.52,1780405.87,1407810.07,114551.45,conventional,California
2.24,45935.6,51234.99,1.55,organic,California
1.38,109407.07,52769.54,6448.99,conventional,Charlotte
2.39,81.48,3968.65,31.83,organic,Charlotte
1.79,102671.07,233273.76,32263.4,conventional,Chicago
1.99,463.04,2579.66,0.0,organic,Chicago
1.21,66874.57,22733.33,8405.27,conventional,Cincinnati/Dayton
0.98,98.82,2256.18,0.0,organic,Cincinnati/Dayton
1.1,60808.96,22424.24,2230.22,conventional,Columbus
1.1,599.16,843.41,0.0,organic,Columbus
1.07,533565.62,180985.91,27519.13,conventional,Dallas/Ft. Worth
1.68,6793.77,83.19,324.55,organic,Dallas/Ft. Worth
1.34,151964.17,147912.84,16211.59,conventional,Denver
2.04,4073.54,1205.3,0.0,organic,Denver
1.2,114039.0,33299.44,45115.17,conventional,Detroit
1.17,410.9,1547.75,0.0,organic,Detroit
1.75,8883.04,42308.41,39309.93,conventional,Grand Rapids
1.68,76.53,1197.52,0.0,organic,Grand Rapids
1.19,52049.43,179667.93,762.54,conventional,Harrisburg/Scranton
1.26,114.16,381.0,0.0,organic,Harrisburg/Scranton
1.34,7258.02,280585.52,7051.53,conventional,Hartford/Springfield
2.02,241.13,5185.62,4.17,organic,Hartford/Springfield
1.08,463693.84,155701.36,3012.86,conventional,Houston
1.75,4885.52,13.41,0.0,organic,Houston
1.12,51228.42,47482.43,4187.13,conventional,Indianapolis
1.06,257.21,697.89,0.0,organic,Indianapolis
1.11,69650.03,6582.79,627.54,conventional,Jacksonville
1.61,78.9,128.43,0.0,organic,Jacksonville
1.26,62205.84,63697.47,533.51,conventional,Las Vegas
2.02,1180.71,889.28,0.0,organic,Las Vegas
1.38,802671.48,271564.92,72679.35,conventional,Los Angeles
2.22,18275.63,22064.37,1.57,organic,Los Angeles
1.38,20023.91,13072.66,118.62,conventional,Louisville
1.58,1.26,613.6,0.0,organic,Louisville
1.14,278894.63,22844.18,3765.86,conventional,Miami/Ft. Lauderdale
1.62,872.44,14.53,0.0,organic,Miami/Ft. Lauderdale
1.19,90873.72,9243.18,380.85,conventional,Nashville
1.73,158.22,1133.17,0.0,organic,Nashville
1.1,146060.53,13482.12,783.0,conventional,New Orleans/Mobile
1.09,495.69,0.0,0.0,organic,New Orleans/Mobile
1.51,46642.35,1082701.46,75670.01,conventional,New York
2.06,12363.58,11840.25,7.24,organic,New York
1.12,157009.0,10455.73,3304.87,conventional,Orlando
1.13,117.81,0.0,0.0,organic,Orlando
1.35,30998.75,320759.95,18174.63,conventional,Philadelphia
1.46,2438.27,2426.47,0.0,organic,Philadelphia
1.03,383782.34,222367.7,4938.73,conventional,Phoenix/Tucson
2.1,3734.44,1897.51,0.0,organic,Phoenix/Tucson
1.28,28135.73,13456.09,338.55,conventional,Pittsburgh
1.69,1667.88,20.05,0.0,organic,Pittsburgh
1.53,67366.38,149878.36,10743.4,conventional,Portland
2.48,454.87,5230.49,0.0,organic,Portland
1.31,162891.69,63792.23,6380.93,conventional,Raleigh/Greensboro
2.64,91.42,4455.56,35.51,organic,Raleigh/Greensboro
1.32,76782.5,62239.37,1908.09,conventional,Richmond/Norfolk
1.36,81.44,1812.82,7.69,organic,Richmond/Norfolk
1.3,45126.37,29687.96,103.63,conventional,Roanoke
1.58,25.09,1190.82,0.0,organic,Roanoke
1.7,139569.54,199070.24,1887.68,conventional,Sacramento
2.02,3815.19,3511.52,0.0,organic,Sacramento
1.6,93424.87,111242.28,16528.13,conventional,San Diego
2.56,4306.89,7883.14,0.0,organic,San Diego
1.78,266480.84,384910.86,6912.89,conventional,San Francisco
2.25,12611.04,7054.76,0.0,organic,San Francisco
1.69,97448.77,124176.87,1004.37,conventional,Seattle
2.34,641.02,14365.9,0.0,organic,Seattle
1.3,161568.3,43459.27,2132.66,conventional,South Carolina
2.07,255.18,3255.01,34.33,organic,South Carolina
1.53,19035.81,16448.5,67.9,conventional,Spokane
2.17,106.61,892.36,0.0,organic,Spokane
1.32,88635.11,16257.4,620.64,conventional,St. Louis
2.05,813.88,2382.94,5.96,organic,St. Louis
1.38,3975.52,41946.53,100.97,conventional,Syracuse
1.71,165.24,169.21,0.0,organic,Syracuse
1.07,145086.13,11945.6,2120.8,conventional,Tampa
0.91,150.06,0.0,0.0,organic,Tampa
1.16,345757.65,84264.42,91034.99,conventional,West Tex/New Mexico
1.98,1370.03,614.1,1334.45,organic,West Tex/New Mexico
1.26,10403.13,79347.18,471.77,conventional,Albany
1.91,41.27,297.66,0.0,organic,Albany
1.2,268493.46,26490.02,2162.82,conventional,Atlanta
1.32,231.4,2737.08,0.0,organic,Atlanta
1.5,114167.0,463145.43,12648.75,conventional,Baltimore/Washington
1.46,464.74,4102.51,9.64,organic,Baltimore/Washington
1.6,33495.25,5541.9,2360.21,conventional,Boise
2.1,8.33,513.53,0.0,organic,Boise
1.47,13224.27,436337.49,1851.42,conventional,Boston
1.83,64.74,1698.21,0.0,organic,Boston
1.31,6638.73,75676.98,157.23,conventional,Buffalo/Rochester
1.64,315.36,141.09,0.0,organic,Buffalo/Rochester
1.48,1468204.61,1615070.42,124198.06,conventional,California
2.12,53901.42,51193.68,0.0,organic,California
1.29,127737.28,54663.53,6167.27,conventional,Charlotte
2.46,98.94,3500.55,24.21,organic,Charlotte
1.72,91289.97,254621.48,39416.27,conventional,Chicago
2.01,493.24,2397.1,0.0,organic,Chicago
1.18,65515.76,27631.27,10181.89,conventional,Cincinnati/Dayton
1.21,115.22,2172.18,0.0,organic,Cincinnati/Dayton
1.09,56992.87,25628.78,2728.74,conventional,Columbus
1.08,590.54,701.49,0.0,organic,Columbus
0.84,736037.34,146966.33,19265.88,conventional,Dallas/Ft. Worth
1.77,4910.27,92.7,545.59,organic,Dallas/Ft. Worth
1.31,145071.82,157823.8,15407.01,conventional,Denver
2.0,4436.9,1131.57,3.52,organic,Denver
1.16,106113.61,40419.34,61486.25,conventional,Detroit
1.23,372.56,1561.03,0.0,organic,Detroit
1.58,8380.96,52454.23,57892.44,conventional,Grand Rapids
1.69,67.65,1054.25,0.0,organic,Grand Rapids
1.09,51497.35,211617.52,2170.15,conventional,Harrisburg/Scranton
1.23,148.0,388.53,0.0,organic,Harrisburg/Scranton
1.52,6727.32,230479.92,8791.14,conventional,Hartford/Springfield
1.97,172.71,4649.2,6.99,organic,Hartford/Springfield
0.77,938325.27,107557.93,2412.15,conventional,Houston
1.73,5498.06,11.16,0.0,organic,Houston
1.14,48712.08,53042.57,4851.45,conventional,Indianapolis
1.26,258.58,712.0,0.0,organic,Indianapolis
1.09,81266.13,9890.21,665.57,conventional,Jacksonville
1.55,108.24,90.05,0.0,organic,Jacksonville
1.37,59776.98,50032.41,578.34,conventional,Las Vegas
2.04,694.71,725.1,0.0,organic,Las Vegas
1.39,745460.98,265548.1,80370.54,conventional,Los Angeles
2.15,26722.97,22711.64,0.0,organic,Los Angeles
1.45,16732.25,14576.61,120.65,conventional,Louisville
1.76,6.77,657.97,0.0,organic,Louisville
1.13,363806.82,31970.78,3572.89,conventional,Miami/Ft. Lauderdale
1.58,1024.7,21.78,0.0,organic,Miami/Ft. Lauderdale
1.18,94716.73,7399.03,392.0,conventional,Nashville
1.54,145.47,1142.62,0.0,organic,Nashville
0.94,161606.27,22807.82,653.0,conventional,New Orleans/Mobile
1.04,366.62,0.0,0.0,organic,New Orleans/Mobile
1.56,41695.33,890334.54,101616.85,conventional,New York
1.97,11411.12,10850.5,5.44,organic,New York
1.1,204377.13,16671.77,3147.23,conventional,Orlando
1.54,86.43,0.0,0.0,organic,Orlando
1.27,32382.0,315588.27,23310.28,conventional,Philadelphia
1.46,2335.43,2678.67,0.0,organic,Philadelphia
0.99,365644.86,239097.55,4973.47,conventional,Phoenix/Tucson
2.31,1681.21,1794.01,0.0,organic,Phoenix/Tucson
1.26,27721.98,15541.77,371.16,conventional,Pittsburgh
1.68,1886.61,10.96,0.0,organic,Pittsburgh
1.57,59347.09,124997.07,10727.9,conventional,Portland
2.46,437.82,5336.53,0.0,organic,Portland
1.2,187253.71,64370.26,6195.5,conventional,Raleigh/Greensboro
2.73,136.29,3938.81,43.19,organic,Raleigh/Greensboro
1.16,99332.72,70387.85,1955.98,conventional,Richmond/Norfolk
1.34,65.84,1848.58,11.55,organic,Richmond/Norfolk
1.16,61532.25,35216.25,136.44,conventional,Roanoke
1.46,87.1,1341.0,0.0,organic,Roanoke
1.62,114927.94,223331.62,2146.24,conventional,Sacramento
1.88,3629.29,3250.54,0.0,organic,Sacramento
1.55,86210.38,116828.16,16469.29,conventional,San Diego
2.44,5209.07,7451.9,0.0,organic,San Diego
1.56,159360.44,499222.23,7048.26,conventional,San Francisco
2.06,11754.21,6719.37,0.0,organic,San Francisco
1.87,69831.91,101715.56,1011.2,conventional,Seattle
2.51,619.22,10526.02,11.82,organic,Seattle
1.21,183987.53,42714.2,2393.27,conventional,South Carolina
2.02,335.78,2780.42,13.97,organic,South Carolina
1.64,15266.4,12320.04,83.94,conventional,Spokane
2.12,118.28,772.79,0.0,organic,Spokane
1.15,124368.39,13118.88,539.54,conventional,St. Louis
1.9,796.37,2039.81,0.0,organic,St. Louis
1.31,3904.45,41274.72,86.0,conventional,Syracuse
1.72,117.29,137.79,0.0,organic,Syracuse
1.04,214367.48,20131.14,1867.53,conventional,Tampa
1.44,429.62,0.0,0.0,organic,Tampa
1.17,354834.5,57096.13,61602.22,conventional,West Tex/New Mexico
1.95,1196.6,599.03,1745.23,organic,West Tex/New Mexico
1.4,9324.44,86864.26,359.57,conventional,Albany
1.89,26.64,352.24,0.0,organic,Albany
1.05,281440.78,23959.43,1990.01,conventional,Atlanta
1.28,226.42,2763.17,0.0,organic,Atlanta
1.22,104708.14,613401.15,8828.0,conventional,Baltimore/Washington
1.62,904.88,4825.2,4.13,organic,Baltimore/Washington
1.53,33785.56,4580.21,2942.03,conventional,Boise
2.18,4.0,517.18,0.0,organic,Boise
1.51,11039.21,417675.68,1753.51,conventional,Boston
1.8,44.57,2520.56,0.0,organic,Boston
1.26,7329.61,69577.62,169.94,conventional,Buffalo/Rochester
1.65,316.89,196.81,0.0,organic,Buffalo/Rochester
1.46,1719873.8,1456510.05,136344.05,conventional,California
2.11,44455.68,51932.52,1.55,organic,California
1.37,99441.1,52744.32,5921.99,conventional,Charlotte
2.43,58.32,3821.07,69.12,organic,Charlotte
1.17,154637.41,509616.75,41012.23,conventional,Chicago
1.74,494.08,2990.16,0.0,organic,Chicago
1.22,61200.04,22301.17,8589.71,conventional,Cincinnati/Dayton
1.78,64.55,2010.41,0.0,organic,Cincinnati/Dayton
1.13,51099.87,20895.2,2344.15,conventional,Columbus
1.2,547.47,691.62,0.0,organic,Columbus
0.9,657281.2,142720.72,27200.61,conventional,Dallas/Ft. Worth
1.75,4765.1,70.44,514.72,organic,Dallas/Ft. Worth
1.44,172980.81,138142.65,16447.45,conventional,Denver
2.08,4248.55,1153.56,2.35,organic,Denver
1.2,100568.76,29950.66,40310.8,conventional,Detroit
1.06,330.07,1736.07,0.0,organic,Detroit
1.6,9420.07,39407.09,36418.55,conventional,Grand Rapids
1.75,28.34,1191.55,0.0,organic,Grand Rapids
1.22,46144.42,182884.07,767.67,conventional,Harrisburg/Scranton
1.25,419.48,438.48,0.0,organic,Harrisburg/Scranton
1.52,7563.49,258645.11,12702.55,conventional,Hartford/Springfield
1.77,188.55,6295.89,0.0,organic,Hartford/Springfield
0.82,612816.46,92145.38,2395.08,conventional,Houston
1.7,10069.37,4.47,0.0,organic,Houston
1.2,43894.29,39977.1,4692.06,conventional,Indianapolis
1.27,844.81,704.59,0.0,organic,Indianapolis
1.07,88933.61,8415.37,577.88,conventional,Jacksonville
1.44,85.91,117.05,0.0,organic,Jacksonville
1.31,62363.47,47613.6,512.14,conventional,Las Vegas
2.14,858.04,820.67,0.0,organic,Las Vegas
1.31,861750.91,245694.61,89548.83,conventional,Los Angeles
2.16,17964.34,21214.74,1.57,organic,Los Angeles
1.15,32073.32,10365.19,182.76,conventional,Louisville
1.6,4.53,596.38,0.0,organic,Louisville
1.07,309918.83,25531.57,3729.79,conventional,Miami/Ft. Lauderdale
1.46,616.01,8.72,0.0,organic,Miami/Ft. Lauderdale
1.07,106362.06,6260.77,402.07,conventional,Nashville
1.14,120.22,1116.17,0.0,organic,Nashville
1.07,140800.9,14785.36,692.0,conventional,New Orleans/Mobile
0.99,449.28,0.0,0.0,organic,New Orleans/Mobile
1.51,48718.37,1585800.14,40330.31,conventional,New York
1.95,11953.86,10041.09,0.0,organic,New York
1.0,156495.45,12357.66,3075.39,conventional,Orlando
1.47,138.74,3.79,0.0,organic,Orlando
1.36,27784.82,397124.21,6842.94,conventional,Philadelphia
1.45,3354.95,2503.9,0.0,organic,Philadelphia
0.94,424456.0,259405.69,4646.3,conventional,Phoenix/Tucson
2.28,1681.82,1631.99,0.0,organic,Phoenix/Tucson
1.27,30343.27,15960.0,560.54,conventional,Pittsburgh
1.67,1938.95,12.87,0.0,organic,Pittsburgh
1.35,62797.63,183818.06,9041.21,conventional,Portland
2.44,458.38,5312.15,0.0,organic,Portland
1.28,131957.35,60095.79,6361.83,conventional,Raleigh/Greensboro
2.71,90.86,4311.44,50.84,organic,Raleigh/Greensboro
1.13,86771.0,72989.75,2169.19,conventional,Richmond/Norfolk
1.35,78.79,1802.52,6.46,organic,Richmond/Norfolk
1.1,56831.8,32132.72,168.19,conventional,Roanoke
1.46,58.42,1120.58,0.0,organic,Roanoke
1.6,118398.26,252632.41,2115.91,conventional,Sacramento
1.87,3179.81,3312.1,0.0,organic,Sacramento
1.49,101507.19,107558.88,15830.52,conventional,San Diego
2.49,3681.18,7875.93,0.0,organic,San Diego
1.77,211095.39,376683.57,7086.11,conventional,San Francisco
2.07,12906.97,7804.49,0.0,organic,San Francisco
1.86,73846.06,100485.14,1040.32,conventional,Seattle
2.53,617.34,11584.36,10.55,organic,Seattle
1.19,191238.83,44737.43,2021.18,conventional,South Carolina
1.99,140.02,3251.64,17.92,organic,South Carolina
1.63,16071.95,12800.21,119.0,conventional,Spokane
2.04,64.2,822.56,0.0,organic,Spokane
1.33,85521.46,14472.39,628.06,conventional,St. Louis
1.97,1068.33,2287.1,0.0,organic,St. Louis
1.34,4074.19,38466.24,73.0,conventional,Syracuse
1.69,150.12,87.43,0.0,organic,Syracuse
0.98,161875.1,14356.39,1757.66,conventional,Tampa
1.37,219.3,0.0,0.0,organic,Tampa
1.09,307098.49,83951.66,105053.37,conventional,West Tex/New Mexico
2.06,1136.54,560.24,1854.35,organic,West Tex/New Mexico
1.42,8569.5,81170.94,431.3,conventional,Albany
1.84,6.34,351.33,0.0,organic,Albany
1.08,298975.77,26676.13,2225.82,conventional,Atlanta
1.48,138.95,3007.88,0.0,organic,Atlanta
1.42,102291.83,473149.57,8302.49,conventional,Baltimore/Washington
1.54,1019.01,4554.82,9.61,organic,Baltimore/Washington
1.48,37085.37,4277.71,1568.21,conventional,Boise
2.21,12.0,584.74,0.0,organic,Boise
1.51,11168.9,513172.25,1932.54,conventional,Boston
1.86,86.04,1767.16,0.0,organic,Boston
1.33,6617.2,73906.07,174.35,conventional,Buffalo/Rochester
1.63,341.07,214.37,0.0,organic,Buffalo/Rochester
1.37,1758269.48,1353700.63,104699.56,conventional,California
2.02,42946.56,53382.09,0.0,organic,California
1.35,120371.43,49481.03,5379.9,conventional,Charlotte
2.28,39.55,3291.46,25.24,organic,Charlotte
1.32,95446.33,329935.3,38137.01,conventional,Chicago
1.77,616.16,4298.66,0.0,organic,Chicago
1.03,78669.28,31967.7,6279.64,conventional,Cincinnati/Dayton
1.06,109.78,2088.36,0.0,organic,Cincinnati/Dayton
0.98,65445.74,34166.35,2205.04,conventional,Columbus
0.97,637.95,823.2,0.0,organic,Columbus
0.96,686460.21,150787.26,18544.65,conventional,Dallas/Ft. Worth
1.64,4375.45,79.02,507.78,organic,Dallas/Ft. Worth
1.39,190647.87,127595.56,14423.82,conventional,Denver
2.1,4266.66,1153.43,0.0,organic,Denver
1.0,143536.86,53767.15,88872.1,conventional,Detroit
0.95,361.68,1765.84,0.0,organic,Detroit
1.25,10111.43,59307.42,77854.96,conventional,Grand Rapids
1.76,26.62,1171.3,0.0,organic,Grand Rapids
1.26,46817.69,163100.53,569.35,conventional,Harrisburg/Scranton
1.27,413.27,437.93,0.0,organic,Harrisburg/Scranton
1.53,7334.42,242327.44,9095.24,conventional,Hartford/Springfield
1.91,155.94,5016.99,1.4,organic,Hartford/Springfield
0.95,582703.5,118925.81,2332.42,conventional,Houston
1.67,12356.17,22.31,0.0,organic,Houston
0.98,58308.52,68446.81,4516.43,conventional,Indianapolis
0.98,766.3,689.49,0.0,organic,Indianapolis
1.09,64899.44,7152.69,637.7,conventional,Jacksonville
1.25,61.45,95.86,0.0,organic,Jacksonville
1.28,81222.67,46758.54,661.6,conventional,Las Vegas
2.16,835.03,764.63,0.0,organic,Las Vegas
1.24,816573.87,203971.97,67132.48,conventional,Los Angeles
2.06,17907.49,23436.32,0.0,organic,Los Angeles
1.14,27909.81,15199.31,381.28,conventional,Louisville
1.61,12.02,829.77,0.0,organic,Louisville
1.13,301191.39,23610.28,3470.64,conventional,Miami/Ft. Lauderdale
1.59,1006.55,5.77,0.0,organic,Miami/Ft. Lauderdale
1.09,102496.82,7304.47,403.0,conventional,Nashville
1.24,52.4,1172.06,0.0,organic,Nashville
1.06,145001.59,16869.03,561.21,conventional,New Orleans/Mobile
1.0,515.21,4.91,0.0,organic,New Orleans/Mobile
1.48,46363.54,1334915.65,49386.84,conventional,New York
1.86,10839.54,8935.63,1.83,organic,New York
1.07,136115.98,9762.5,2818.15,conventional,Orlando
1.43,77.8,0.0,0.0,organic,Orlando
1.37,29920.37,351173.99,8587.06,conventional,Philadelphia
1.44,3561.5,2762.54,0.0,organic,Philadelphia
1.05,477962.32,174324.69,5310.58,conventional,Phoenix/Tucson
2.16,1547.15,1573.69,0.0,organic,Phoenix/Tucson
1.12,39151.11,16841.42,414.96,conventional,Pittsburgh
1.66,2633.91,1.84,0.0,organic,Pittsburgh
1.62,85796.54,100145.21,6796.95,conventional,Portland
2.42,454.28,5249.48,0.0,organic,Portland
1.26,171140.85,57871.83,6312.87,conventional,Raleigh/Greensboro
2.69,52.65,3622.01,37.68,organic,Raleigh/Greensboro
1.15,99485.14,72140.06,1871.34,conventional,Richmond/Norfolk
1.28,47.01,1764.4,5.09,organic,Richmond/Norfolk
1.12,63196.36,31946.1,84.46,conventional,Roanoke
1.44,64.87,1261.76,0.0,organic,Roanoke
1.61,121663.42,197626.14,2018.32,conventional,Sacramento
1.82,3133.6,3071.91,0.0,organic,Sacramento
1.34,93568.62,100967.52,13587.03,conventional,San Diego
2.2,3200.22,8366.54,0.0,organic,San Diego
1.65,237325.35,396974.66,6638.14,conventional,San Francisco
2.05,12038.11,7465.63,0.0,organic,San Francisco
1.83,83813.4,88908.44,996.73,conventional,Seattle
2.4,630.34,13399.96,24.95,organic,Seattle
1.18,171199.54,40208.74,1851.68,conventional,South Carolina
1.74,131.62,2462.63,17.59,organic,South Carolina
1.51,22350.72,11800.36,63.0,conventional,Spokane
2.13,91.28,934.62,0.0,organic,Spokane
1.35,106456.44,13261.86,561.71,conventional,St. Louis
2.12,941.06,2962.05,7.39,organic,St. Louis
1.39,3840.01,41230.0,69.0,conventional,Syracuse
1.66,92.28,118.64,0.0,organic,Syracuse
1.02,147069.73,12241.56,1740.89,conventional,Tampa
1.32,198.59,0.0,0.0,organic,Tampa
1.1,355840.75,55211.05,65439.66,conventional,West Tex/New Mexico
2.08,1048.48,480.06,2159.37,organic,West Tex/New Mexico
1.11,6640.28,98530.31,143.15,conventional,Albany
1.32,12.52,229.9,0.0,organic,Albany
1.18,306090.51,27795.35,2140.56,conventional,Atlanta
1.27,189.99,2606.23,0.0,organic,Atlanta
1.45,91647.86,443823.75,7665.48,conventional,Baltimore/Washington
1.39,436.27,4083.71,20.58,organic,Baltimore/Washington
1.49,30473.22,5667.83,3141.34,conventional,Boise
2.14,17.65,435.4,0.0,organic,Boise
1.47,10478.67,515339.21,1406.99,conventional,Boston
1.9,33.4,2225.6,0.0,organic,Boston
1.35,6761.82,70702.45,159.23,conventional,Buffalo/Rochester
1.5,278.01,120.14,0.0,organic,Buffalo/Rochester
1.3,2028987.12,1409287.92,84301.54,conventional,California
1.93,46792.17,39007.37,10.81,organic,California
1.39,98720.38,46250.18,5281.52,conventional,Charlotte
2.04,24.83,3488.2,37.86,organic,Charlotte
1.36,120325.4,262924.77,32921.0,conventional,Chicago
1.94,440.57,2396.94,0.0,organic,Chicago
1.14,65759.22,20832.04,9539.78,conventional,Cincinnati/Dayton
1.15,117.96,2133.45,0.0,organic,Cincinnati/Dayton
