type,average_price,on_date,year,total_volume
organic,1.86,2019-09-08,2019,84010.87
conventional,1.44,2019-09-08,2019,5114210.43
organic,1.72,2019-09-08,2019,258623.48
conventional,1.43,2019-09-08,2019,484302.61
organic,1.84,2019-09-08,2019,24609.34
conventional,1.07,2019-09-08,2019,388706.34
organic,1.43,2019-09-08,2019,3294.47
conventional,1.37,2019-09-08,2019,580458.74
organic,1.44,2019-09-08,2019,37584.99
conventional,1.05,2019-09-08,2019,1215735.28
organic,2.16,2019-09-08,2019,12960.17
conventional,1.12,2019-09-08,2019,128682.32
organic,1.66,2019-09-08,2019,11098.92
conventional,1.37,2019-09-08,2019,1875332.87
organic,1.62,2019-09-08,2019,64900.15
conventional,1.62,2019-09-08,2019,508751.79
organic,2.42,2019-09-08,2019,27756.89
conventional,1.26,2019-09-08,2019,396143.01
organic,2.69,2019-09-08,2019,16061.29
conventional,1.15,2019-09-08,2019,322727.41
organic,1.28,2019-09-08,2019,19641.39
conventional,1.12,2019-09-08,2019,202243.32
organic,1.44,2019-09-08,2019,10903.26
conventional,1.61,2019-09-08,2019,445161.4
organic,1.82,2019-09-08,2019,14658.2
conventional,1.34,2019-09-08,2019,528957.67
organic,2.2,2019-09-08,2019,14302.07
conventional,1.65,2019-09-08,2019,901991.37
organic,2.05,2019-09-08,2019,50999.13
conventional,1.83,2019-09-08,2019,489511.29
organic,2.4,2019-09-08,2019,62007.96
conventional,1.18,2019-09-08,2019,390151.67
organic,1.74,2019-09-08,2019,15758.51
conventional,1,2019-09-08,2019,6576278.73
organic,1.59,2019-09-08,2019,131219.62
conventional,1.09,2019-09-08,2019,4455659.63
organic,1.44,2019-09-08,2019,90490.56
conventional,1.51,2019-09-08,2019,83935.66
organic,2.13,2019-09-08,2019,5253
conventional,1.35,2019-09-08,2019,199437.36
organic,2.12,2019-09-08,2019,11047.68
conventional,1.39,2019-09-08,2019,74405.38
organic,1.66,2019-09-08,2019,3413.72
conventional,1.02,2019-09-08,2019,458389.5
organic,1.32,2019-09-08,2019,6193.04
conventional,1.23,2019-09-08,2019,38757175.41
organic,1.71,2019-09-08,2019,1450423
conventional,1.33,2019-09-08,2019,6091038.09
organic,2.23,2019-09-08,2019,236723.57
conventional,1.1,2019-09-08,2019,799635.5
organic,2.08,2019-09-08,2019,11709.97
conventional,1.11,2019-09-15,2019,115589.55
organic,1.32,2019-09-15,2019,4222.82
conventional,1.18,2019-09-15,2019,707205.4
organic,1.27,2019-09-15,2019,38781.37
conventional,1.45,2019-09-15,2019,879277.47
organic,1.39,2019-09-15,2019,68308.11
conventional,1.49,2019-09-15,2019,96913.82
organic,2.14,2019-09-15,2019,3809.56
conventional,1.47,2019-09-15,2019,671997.8
organic,1.9,2019-09-15,2019,23676.45
conventional,1.35,2019-09-15,2019,155613.73
organic,1.5,2019-09-15,2019,8039.89
conventional,1.3,2019-09-15,2019,6348523.42
organic,1.93,2019-09-15,2019,205183.89
conventional,1.39,2019-09-15,2019,268654.7
organic,2.04,2019-09-15,2019,13184.53
conventional,1.36,2019-09-15,2019,633084.56
organic,1.94,2019-09-15,2019,28054.14
conventional,1.14,2019-09-15,2019,329467.92
organic,1.15,2019-09-15,2019,21070.96
conventional,1.07,2019-09-15,2019,229701.98
organic,1.1,2019-09-15,2019,17377.85
conventional,0.95,2019-09-15,2019,1544520.12
organic,1.37,2019-09-15,2019,28588.38
conventional,1.32,2019-09-15,2019,791213.94
organic,1.97,2019-09-15,2019,28191.16
conventional,1.11,2019-09-15,2019,446161.67
organic,1.03,2019-09-15,2019,38748.25
conventional,1.58,2019-09-15,2019,125674.97
organic,1.68,2019-09-15,2019,6022.12
conventional,1.2,2019-09-15,2019,3547126.77
organic,1.29,2019-09-15,2019,230416.27
conventional,1.19,2019-09-15,2019,286172.51
organic,1.18,2019-09-15,2019,27429.67
conventional,1.49,2019-09-15,2019,283067.04
organic,1.87,2019-09-15,2019,17856.31
conventional,0.91,2019-09-15,2019,1543659.08
organic,1.58,2019-09-15,2019,26125.67
conventional,1.06,2019-09-15,2019,238320.41
organic,1.07,2019-09-15,2019,17070.85
conventional,1.13,2019-09-15,2019,247055.46
organic,1.25,2019-09-15,2019,3491
conventional,1.13,2019-09-15,2019,361400.31
organic,1.86,2019-09-15,2019,12801.22
conventional,1.32,2019-09-15,2019,2670068.69
organic,1.9,2019-09-15,2019,84475.83
conventional,1.42,2019-09-15,2019,93818.3
organic,1.5,2019-09-15,2019,5320.08
conventional,1.12,2019-09-15,2019,981854.82
organic,1.54,2019-09-15,2019,4468.71
conventional,1.33,2019-09-15,2019,3401829.21
organic,1.51,2019-09-15,2019,223835.74
conventional,1.21,2019-09-15,2019,256597.36
organic,1.28,2019-09-15,2019,17696.04
conventional,1.04,2019-09-15,2019,309543.68
organic,1.05,2019-09-15,2019,12123.82
conventional,1.5,2019-09-15,2019,1555480.37
organic,1.79,2019-09-15,2019,91816.31
conventional,1.4,2019-09-15,2019,4587699.03
organic,1.59,2019-09-15,2019,282422.89
conventional,1.41,2019-09-15,2019,458478.76
organic,1.81,2019-09-15,2019,18322.08
conventional,1.1,2019-09-15,2019,561127.36
organic,1.46,2019-09-15,2019,4633.84
conventional,1.27,2019-09-15,2019,521080.79
organic,1.31,2019-09-15,2019,51011.28
conventional,0.93,2019-09-15,2019,1367226.36
organic,1.95,2019-09-15,2019,17310.32
conventional,1.29,2019-09-15,2019,118427.84
organic,1.59,2019-09-15,2019,11660.37
conventional,1.32,2019-09-15,2019,1894902.65
organic,1.5,2019-09-15,2019,69596.02
conventional,1.44,2019-09-15,2019,553079.08
organic,2.36,2019-09-15,2019,29535.02
conventional,1.3,2019-09-15,2019,356196.9
organic,2.22,2019-09-15,2019,14225.86
conventional,1.29,2019-09-15,2019,270348.72
organic,1.29,2019-09-15,2019,21048.02
conventional,1.26,2019-09-15,2019,169560.66
organic,1.4,2019-09-15,2019,12691.22
conventional,1.42,2019-09-15,2019,502971.06
organic,1.82,2019-09-15,2019,13865.33
conventional,1.41,2019-09-15,2019,473374.52
organic,2.01,2019-09-15,2019,16639.02
conventional,1.26,2019-09-15,2019,1150030.78
organic,2.07,2019-09-15,2019,49012.25
conventional,1.62,2019-09-15,2019,544661.12
organic,2.32,2019-09-15,2019,48297.21
conventional,1.25,2019-09-15,2019,435730.53
organic,1.5,2019-09-15,2019,23077.85
conventional,0.98,2019-09-15,2019,7169224.08
organic,1.46,2019-09-15,2019,138637.72
conventional,1.13,2019-09-15,2019,5256949.31
organic,1.31,2019-09-15,2019,142308.42
conventional,1.41,2019-09-15,2019,89908.06
organic,2.09,2019-09-15,2019,4502.05
conventional,1.34,2019-09-15,2019,192017.14
organic,1.84,2019-09-15,2019,10761.21
conventional,1.27,2019-09-15,2019,77007.51
organic,1.42,2019-09-15,2019,4409.75
conventional,1.06,2019-09-15,2019,629330.7
organic,1.23,2019-09-15,2019,5409.94
conventional,1.21,2019-09-15,2019,38782069.87
organic,1.61,2019-09-15,2019,1532413.54
conventional,1.21,2019-09-15,2019,6575815.39
organic,2.05,2019-09-15,2019,240012.54
conventional,1.05,2019-09-15,2019,793895.5
organic,1.58,2019-09-15,2019,21982.39
conventional,1.28,2019-09-22,2019,96394.18
organic,1.45,2019-09-22,2019,3324.93
conventional,1.17,2019-09-22,2019,647830.95
organic,1.53,2019-09-22,2019,37665.38
conventional,1.47,2019-09-22,2019,864631.8
organic,1.37,2019-09-22,2019,68488.28
conventional,1.4,2019-09-22,2019,94065.25
organic,2.18,2019-09-22,2019,3955.96
conventional,1.37,2019-09-22,2019,700074.24
organic,1.94,2019-09-22,2019,22040.47
conventional,1.31,2019-09-22,2019,165317.41
organic,1.49,2019-09-22,2019,7150.24
conventional,1.28,2019-09-22,2019,6185752.26
organic,1.91,2019-09-22,2019,230884.73
conventional,1.35,2019-09-22,2019,258404.54
organic,1.84,2019-09-22,2019,16184.05
conventional,1.41,2019-09-22,2019,584443.58
organic,1.82,2019-09-22,2019,25873.8
conventional,1.11,2019-09-22,2019,313584.45
organic,1.14,2019-09-22,2019,51538.83
conventional,1.09,2019-09-22,2019,213285.78
organic,1.25,2019-09-22,2019,17970.66
conventional,0.97,2019-09-22,2019,1414555.21
organic,1.29,2019-09-22,2019,30876.11
conventional,1.37,2019-09-22,2019,774086.49
organic,2.03,2019-09-22,2019,26323.99
conventional,1.14,2019-09-22,2019,455623.26
organic,1.18,2019-09-22,2019,36156.81
conventional,1.67,2019-09-22,2019,121970.43
organic,1.76,2019-09-22,2019,7533.95
conventional,1.21,2019-09-22,2019,3499439.43
organic,1.3,2019-09-22,2019,270095.95
conventional,1.22,2019-09-22,2019,284197.32
organic,1.19,2019-09-22,2019,23713.25
conventional,1.34,2019-09-22,2019,330420.24
organic,1.91,2019-09-22,2019,14163.33
conventional,0.88,2019-09-22,2019,1450926.29
organic,1.71,2019-09-22,2019,19037.8
conventional,1.01,2019-09-22,2019,256162.23
organic,1.12,2019-09-22,2019,16536.76
conventional,1.12,2019-09-22,2019,241274.35
organic,1.04,2019-09-22,2019,4936.32
conventional,1.1,2019-09-22,2019,333293.44
organic,1.89,2019-09-22,2019,12058.37
conventional,1.25,2019-09-22,2019,2830919.84
organic,1.96,2019-09-22,2019,98521.78
conventional,1.41,2019-09-22,2019,87263.66
organic,1.69,2019-09-22,2019,9469.59
conventional,1.12,2019-09-22,2019,926544.44
organic,1.53,2019-09-22,2019,5930.64
conventional,1.33,2019-09-22,2019,3218710.81
organic,1.49,2019-09-22,2019,265449.32
conventional,1.19,2019-09-22,2019,234383.15
organic,1.67,2019-09-22,2019,16346.51
conventional,1.04,2019-09-22,2019,311048.35
organic,1.26,2019-09-22,2019,4127.33
conventional,1.54,2019-09-22,2019,1475072.87
organic,1.84,2019-09-22,2019,88948.59
conventional,1.4,2019-09-22,2019,4510935.44
organic,1.64,2019-09-22,2019,259123.63
conventional,1.34,2019-09-22,2019,463418.19
organic,1.91,2019-09-22,2019,17637.14
conventional,1.09,2019-09-22,2019,516901.18
organic,1.43,2019-09-22,2019,4243.48
conventional,1.34,2019-09-22,2019,470692.43
organic,1.31,2019-09-22,2019,47828.32
conventional,0.94,2019-09-22,2019,1193623.72
organic,1.93,2019-09-22,2019,16734.75
conventional,1.31,2019-09-22,2019,116253.83
organic,1.63,2019-09-22,2019,11463.82
conventional,1.33,2019-09-22,2019,1851598.81
organic,1.49,2019-09-22,2019,63260.5
conventional,1.36,2019-09-22,2019,580979.19
organic,2.08,2019-09-22,2019,25604.46
conventional,1.28,2019-09-22,2019,333703.26
organic,2.06,2019-09-22,2019,16428.82
conventional,1.27,2019-09-22,2019,259797.74
organic,1.16,2019-09-22,2019,27040.34
conventional,1.28,2019-09-22,2019,153440.43
organic,1.34,2019-09-22,2019,18432.33
conventional,1.39,2019-09-22,2019,446135.66
organic,1.68,2019-09-22,2019,13919.31
conventional,1.38,2019-09-22,2019,519043.79
organic,2.05,2019-09-22,2019,18813.35
conventional,1.31,2019-09-22,2019,971469.81
organic,1.9,2019-09-22,2019,52098.54
conventional,1.58,2019-09-22,2019,517282.08
organic,2.4,2019-09-22,2019,41091.51
conventional,1.23,2019-09-22,2019,410810.95
organic,1.45,2019-09-22,2019,24081.27
conventional,0.97,2019-09-22,2019,6742571.26
organic,1.48,2019-09-22,2019,147730
conventional,1.12,2019-09-22,2019,4942663.82
organic,1.4,2019-09-22,2019,146491.16
conventional,1.41,2019-09-22,2019,83849.68
organic,2.07,2019-09-22,2019,4238.73
conventional,1.42,2019-09-22,2019,178435.61
organic,1.95,2019-09-22,2019,9956.42
conventional,1.33,2019-09-22,2019,71835.95
organic,1.41,2019-09-22,2019,3618.24
conventional,1.04,2019-09-22,2019,590361.11
organic,1.2,2019-09-22,2019,5882.39
conventional,1.2,2019-09-22,2019,37132649.17
organic,1.61,2019-09-22,2019,1602097.06
conventional,1.22,2019-09-22,2019,6180977.11
organic,2.04,2019-09-22,2019,219061.88
conventional,1.03,2019-09-22,2019,786577.71
organic,1.66,2019-09-22,2019,25902.86
conventional,1.3,2019-09-29,2019,158252.61
organic,1.49,2019-09-29,2019,2880.72
conventional,1.16,2019-09-29,2019,671147.51
organic,1.35,2019-09-29,2019,57406.01
conventional,1.4,2019-09-29,2019,855079.43
organic,1.39,2019-09-29,2019,73420.38
conventional,1.43,2019-09-29,2019,91034.2
organic,2.14,2019-09-29,2019,3980.82
conventional,1.47,2019-09-29,2019,626897.15
organic,1.77,2019-09-29,2019,29201.1
conventional,1.33,2019-09-29,2019,157403.93
organic,1.52,2019-09-29,2019,9349.26
conventional,1.15,2019-09-29,2019,6587049.71
organic,1.76,2019-09-29,2019,245222.2
conventional,1.33,2019-09-29,2019,271810.14
organic,2.1,2019-09-29,2019,13692.73
conventional,1.04,2019-09-29,2019,876083.21
organic,1.91,2019-09-29,2019,24431.7
conventional,1.09,2019-09-29,2019,331843.42
organic,1.56,2019-09-29,2019,16992.3
conventional,1.06,2019-09-29,2019,234457.61
organic,1.59,2019-09-29,2019,10908.02
conventional,0.96,2019-09-29,2019,1361628.73
organic,1.33,2019-09-29,2019,31199.76
conventional,1.18,2019-09-29,2019,978170.97
organic,1.88,2019-09-29,2019,23895.55
conventional,1.12,2019-09-29,2019,532050.31
organic,1.46,2019-09-29,2019,19486.08
conventional,1.49,2019-09-29,2019,140670.36
organic,1.66,2019-09-29,2019,7541.3
conventional,1.09,2019-09-29,2019,4179392.06
organic,1.52,2019-09-29,2019,177577.02
conventional,1.2,2019-09-29,2019,279388.71
organic,1.16,2019-09-29,2019,30501.76
conventional,1.53,2019-09-29,2019,274932.59
organic,1.75,2019-09-29,2019,21191.98
conventional,0.92,2019-09-29,2019,1241347.66
organic,1.86,2019-09-29,2019,15650.11
conventional,1.03,2019-09-29,2019,257012.36
organic,1.32,2019-09-29,2019,9155.83
conventional,1.08,2019-09-29,2019,250432.53
organic,1.2,2019-09-29,2019,3444.2
conventional,1.03,2019-09-29,2019,381260.83
organic,1.93,2019-09-29,2019,10921.35
conventional,1.11,2019-09-29,2019,3007377.96
organic,1.7,2019-09-29,2019,114898.15
conventional,1.29,2019-09-29,2019,108421.5
organic,1.67,2019-09-29,2019,7898.52
conventional,1.11,2019-09-29,2019,947079.39
organic,1.49,2019-09-29,2019,9030.42
conventional,1.29,2019-09-29,2019,3313620.55
organic,1.6,2019-09-29,2019,243612.4
conventional,1.18,2019-09-29,2019,239029.23
organic,1.46,2019-09-29,2019,20239.6
conventional,0.97,2019-09-29,2019,334240.75
organic,1.36,2019-09-29,2019,3254.96
conventional,1.5,2019-09-29,2019,1579133.96
organic,1.8,2019-09-29,2019,90708.76
conventional,1.36,2019-09-29,2019,4859984.8
organic,1.56,2019-09-29,2019,298816.92
conventional,1.11,2019-09-29,2019,645281.75
organic,1.71,2019-09-29,2019,19015.2
conventional,1.09,2019-09-29,2019,523993.43
organic,1.41,2019-09-29,2019,6465.78
conventional,1.29,2019-09-29,2019,476154.98
organic,1.29,2019-09-29,2019,51398.06
conventional,0.9,2019-09-29,2019,1306714.57
organic,1.96,2019-09-29,2019,16544.24
conventional,1,2019-09-29,2019,185764.91
organic,1.43,2019-09-29,2019,12658.02
conventional,1.32,2019-09-29,2019,1786477.23
organic,1.52,2019-09-29,2019,62801.17
conventional,1.35,2019-09-29,2019,551315.37
organic,1.97,2019-09-29,2019,28683.25
conventional,1.27,2019-09-29,2019,336236.68
organic,2.39,2019-09-29,2019,16121.5
conventional,1.25,2019-09-29,2019,270703.43
organic,1.34,2019-09-29,2019,18589.06
conventional,1.24,2019-09-29,2019,163907.36
organic,1.64,2019-09-29,2019,10894.75
conventional,1.23,2019-09-29,2019,506947.05
organic,1.67,2019-09-29,2019,13326.85
conventional,1.22,2019-09-29,2019,529093.66
organic,1.75,2019-09-29,2019,21739.3
conventional,1.22,2019-09-29,2019,1056988.42
organic,1.93,2019-09-29,2019,47676.47
conventional,1.43,2019-09-29,2019,528819.07
organic,2.36,2019-09-29,2019,49761.71
conventional,1.21,2019-09-29,2019,422578.07
organic,1.47,2019-09-29,2019,28469.69
conventional,0.96,2019-09-29,2019,6485758.91
organic,1.55,2019-09-29,2019,127548.53
conventional,1.11,2019-09-29,2019,5062898.45
organic,1.35,2019-09-29,2019,181782.26
conventional,1.29,2019-09-29,2019,89238.22
organic,1.97,2019-09-29,2019,4079.2
conventional,1.27,2019-09-29,2019,175279.79
organic,2.07,2019-09-29,2019,9937.12
conventional,1.38,2019-09-29,2019,87540.49
organic,1.55,2019-09-29,2019,3515.92
conventional,1.05,2019-09-29,2019,584815.37
organic,1.19,2019-09-29,2019,8594.33
conventional,1.15,2019-09-29,2019,39064517.23
organic,1.63,2019-09-29,2019,1563604.7
conventional,1.13,2019-09-29,2019,6789335.51
organic,1.99,2019-09-29,2019,226244.09
conventional,0.97,2019-09-29,2019,821832.8
organic,1.63,2019-09-29,2019,27335.84
conventional,1.19,2019-10-06,2019,113973.95
organic,1.31,2019-10-06,2019,4165.93
conventional,1.03,2019-10-06,2019,756462.43
organic,1.21,2019-10-06,2019,57521.53
conventional,1.42,2019-10-06,2019,850904.77
organic,1.41,2019-10-06,2019,45992.12
conventional,1.32,2019-10-06,2019,90943.22
organic,2.03,2019-10-06,2019,3853.54
conventional,1.47,2019-10-06,2019,594432.73
organic,1.75,2019-10-06,2019,24970.21
conventional,1.35,2019-10-06,2019,157787.21
organic,1.22,2019-10-06,2019,10792.36
conventional,1.21,2019-10-06,2019,5941171.15
organic,1.69,2019-10-06,2019,240246.66
conventional,1.29,2019-10-06,2019,264498.16
organic,2.06,2019-10-06,2019,12879.06
conventional,1.35,2019-10-06,2019,688163.04
organic,1.58,2019-10-06,2019,50666.69
conventional,1.07,2019-10-06,2019,307260.54
organic,1.51,2019-10-06,2019,21838.8
conventional,1.11,2019-10-06,2019,231043.91
organic,1.45,2019-10-06,2019,13861.94
conventional,0.88,2019-10-06,2019,1610046.69
organic,1.18,2019-10-06,2019,33621.82
conventional,1.11,2019-10-06,2019,932741.96
organic,1.74,2019-10-06,2019,26316.54
conventional,1.28,2019-10-06,2019,468976.03
organic,1.68,2019-10-06,2019,17177.75
conventional,1.05,2019-10-06,2019,255473.75
organic,1.59,2019-10-06,2019,6862.74
conventional,1.19,2019-10-06,2019,3832024.24
organic,1.47,2019-10-06,2019,233343.36
conventional,1.09,2019-10-06,2019,324150.49
organic,1.23,2019-10-06,2019,16589.99
conventional,1.49,2019-10-06,2019,284496.39
organic,1.72,2019-10-06,2019,15825.43
conventional,0.83,2019-10-06,2019,1628155.79
organic,1.59,2019-10-06,2019,15793.07
conventional,1.09,2019-10-06,2019,227149.42
organic,1.39,2019-10-06,2019,9736.94
conventional,0.99,2019-10-06,2019,253809.07
organic,1.1,2019-10-06,2019,4785.22
conventional,1.07,2019-10-06,2019,352061.38
organic,1.8,2019-10-06,2019,13021.29
conventional,1.1,2019-10-06,2019,2909384.49
organic,1.6,2019-10-06,2019,106075.36
conventional,1.04,2019-10-06,2019,143022.76
organic,1.17,2019-10-06,2019,13697.83
conventional,0.96,2019-10-06,2019,1091039.24
organic,1.47,2019-10-06,2019,8670.78
conventional,1.22,2019-10-06,2019,3511323.86
organic,1.44,2019-10-06,2019,235324.87
conventional,1.02,2019-10-06,2019,265341.86
organic,1.15,2019-10-06,2019,31377.06
conventional,0.92,2019-10-06,2019,331454.08
organic,1.31,2019-10-06,2019,2814.01
conventional,1.38,2019-10-06,2019,1741502.94
organic,1.85,2019-10-06,2019,79587.34
conventional,1.31,2019-10-06,2019,4885572.36
organic,1.62,2019-10-06,2019,235950.8
conventional,1.09,2019-10-06,2019,560440.79
organic,1.63,2019-10-06,2019,18753.23
conventional,0.95,2019-10-06,2019,578809.38
organic,1.4,2019-10-06,2019,7269.27
conventional,1.19,2019-10-06,2019,575867.6
organic,1.53,2019-10-06,2019,27229.83
conventional,0.92,2019-10-06,2019,1229499.83
organic,1.9,2019-10-06,2019,17466.49
conventional,1.32,2019-10-06,2019,107421.28
organic,1.51,2019-10-06,2019,10527.74
conventional,1.25,2019-10-06,2019,1802227.39
organic,1.43,2019-10-06,2019,64103.31
conventional,1.22,2019-10-06,2019,615864.64
organic,1.86,2019-10-06,2019,32055.3
conventional,1.23,2019-10-06,2019,331865.02
organic,2.15,2019-10-06,2019,14272.82
conventional,1.18,2019-10-06,2019,290874.34
organic,1.25,2019-10-06,2019,20215.87
conventional,1.16,2019-10-06,2019,189251.74
organic,1.38,2019-10-06,2019,11431.11
conventional,1.41,2019-10-06,2019,419229.93
organic,1.67,2019-10-06,2019,14342.09
conventional,1.13,2019-10-06,2019,525548.14
organic,1.64,2019-10-06,2019,20423.51
conventional,1.46,2019-10-06,2019,824853.71
organic,1.92,2019-10-06,2019,50128.2
conventional,1.56,2019-10-06,2019,501241.02
organic,2.15,2019-10-06,2019,44006.44
conventional,1.14,2019-10-06,2019,434068.76
organic,1.38,2019-10-06,2019,27218.24
conventional,0.91,2019-10-06,2019,7404059.27
organic,1.38,2019-10-06,2019,131993.88
conventional,0.99,2019-10-06,2019,5561311.64
organic,1.26,2019-10-06,2019,181867.14
conventional,1.38,2019-10-06,2019,79987.01
organic,1.68,2019-10-06,2019,4321.57
conventional,1.25,2019-10-06,2019,175972.48
organic,1.91,2019-10-06,2019,8444.65
conventional,1.32,2019-10-06,2019,74138.33
organic,1.25,2019-10-06,2019,4833.6
conventional,0.92,2019-10-06,2019,652707.07
organic,1.12,2019-10-06,2019,8814.1
conventional,1.12,2019-10-06,2019,39479783.01
organic,1.55,2019-10-06,2019,1558936.59
conventional,1.12,2019-10-06,2019,6542092.93
organic,1.85,2019-10-06,2019,236106.56
conventional,0.98,2019-10-06,2019,814908.05
organic,1.59,2019-10-06,2019,27427.43
conventional,1.3,2019-10-13,2019,95971.55
